outfit_id,top,bottom,shoes,top_color,bottom_color,shoe_color,top_fit,bottom_fit,shoe_fit,style_category,STYLE_SCORE,COLOR_SCORE,FIT_SCORE,final_score,label
O01086,white tee,chinos,boots,gray,black,brown,oversized,tailored,oversized,streetwear,0.7,0.67,0.41,0.6,average
O01087,white tee,chinos,sandals,green,green,gray,tailored,tailored,slim,minimal,0.81,0.43,0.62,0.64,average
O01088,sweater,jeans,sandals,brown,black,navy,baggy,regular,tailored,casual,0.46,0.56,0.57,0.52,bad
O01089,linen shirt,chinos,heels,blue,red,white,slim,tailored,tailored,sport,0.31,0.65,0.87,0.58,average
O01090,navy blazer,jeans,heels,green,navy,navy,tailored,slim,slim,minimal,0.57,0.91,0.73,0.72,average
O01091,black hoodie,jeans,heels,brown,white,blue,baggy,tailored,tailored,business,0.94,0.8,0.68,0.82,good
O01092,polo,trousers,sandals,navy,blue,brown,oversized,baggy,tailored,streetwear,0.72,0.59,0.69,0.67,average
O01093,sweater,cargo pants,loafers,brown,red,red,baggy,oversized,slim,business,0.35,0.89,0.76,0.64,average
O01094,linen shirt,skirt,loafers,brown,navy,red,slim,slim,tailored,sport,0.84,0.52,0.8,0.73,good
O01095,turtleneck,trousers,boots,beige,gray,blue,regular,slim,baggy,minimal,0.4,0.77,0.48,0.54,bad
O01096,graphic tee,skirt,heels,white,blue,white,regular,regular,baggy,sport,0.71,0.64,0.55,0.64,average
O01097,graphic tee,skirt,sneakers,beige,brown,beige,regular,tailored,baggy,minimal,0.43,0.53,0.8,0.57,average
O01098,denim jacket,cargo pants,heels,brown,brown,brown,slim,tailored,regular,casual,0.63,0.82,0.71,0.71,average
O01099,white tee,skirt,oxfords,green,green,red,slim,slim,oversized,business,0.56,0.68,0.63,0.62,average
O01100,flannel,cargo pants,heels,beige,brown,navy,slim,oversized,slim,business,0.45,0.58,0.81,0.6,average
O01101,polo,track pants,oxfords,white,black,white,regular,baggy,slim,streetwear,0.39,0.71,0.45,0.5,bad
O01102,turtleneck,cargo pants,oxfords,gray,gray,red,oversized,slim,oversized,casual,0.52,0.86,0.48,0.61,average
O01103,graphic tee,track pants,oxfords,red,white,blue,tailored,oversized,oversized,business,0.86,0.5,0.56,0.66,average
O01104,black hoodie,trousers,heels,navy,navy,blue,oversized,slim,regular,streetwear,0.57,0.78,0.79,0.7,average
O01105,turtleneck,cargo pants,sneakers,navy,gray,beige,baggy,tailored,tailored,minimal,0.45,0.69,0.64,0.58,average
O01106,white tee,skirt,oxfords,navy,black,black,baggy,slim,tailored,casual,0.43,0.72,0.87,0.65,average
O01107,sweater,jeans,oxfords,beige,black,blue,tailored,tailored,oversized,minimal,0.56,0.57,0.69,0.6,average
O01108,black hoodie,jeans,sneakers,white,beige,blue,baggy,tailored,tailored,minimal,0.51,0.79,0.47,0.58,average
O01109,sweater,chinos,loafers,red,beige,brown,regular,tailored,regular,sport,0.45,0.69,0.91,0.66,average
O01110,linen shirt,chinos,heels,brown,brown,navy,tailored,tailored,tailored,casual,0.56,0.79,0.87,0.72,average
O01111,black hoodie,jeans,loafers,gray,beige,white,regular,oversized,oversized,minimal,0.79,0.83,0.74,0.79,good
O01112,navy blazer,cargo pants,heels,blue,white,black,baggy,oversized,regular,casual,0.65,0.83,0.74,0.73,good
O01113,denim jacket,trousers,oxfords,blue,brown,navy,tailored,tailored,slim,sport,0.64,0.9,0.91,0.8,good
O01114,graphic tee,trousers,boots,black,navy,red,regular,oversized,slim,minimal,0.8,0.71,0.66,0.73,good
O01115,denim jacket,skirt,sneakers,brown,red,beige,tailored,baggy,baggy,streetwear,0.43,0.88,0.61,0.62,average
O01116,polo,chinos,oxfords,red,white,red,tailored,slim,regular,sport,0.58,0.93,0.55,0.68,average
O01117,sweater,track pants,loafers,brown,navy,red,oversized,slim,slim,minimal,0.94,0.8,0.44,0.75,good
O01118,tank top,track pants,heels,beige,red,red,regular,oversized,oversized,streetwear,0.72,0.53,0.73,0.67,average
O01119,denim jacket,track pants,heels,beige,navy,beige,oversized,tailored,slim,sport,0.79,0.54,0.66,0.68,average
O01120,flannel,jeans,heels,gray,navy,gray,baggy,regular,tailored,sport,0.82,0.69,0.58,0.71,average
O01121,white tee,shorts,sneakers,gray,beige,blue,tailored,regular,regular,business,0.5,0.89,0.76,0.7,average
O01122,turtleneck,track pants,sandals,gray,brown,beige,baggy,baggy,baggy,minimal,0.54,0.59,0.71,0.61,average
O01123,sweater,skirt,oxfords,black,black,green,oversized,oversized,tailored,minimal,0.89,0.72,0.94,0.85,good
O01124,white tee,jeans,sandals,blue,beige,red,baggy,oversized,tailored,minimal,0.8,0.66,0.52,0.67,average
O01125,denim jacket,jeans,sneakers,blue,white,green,slim,tailored,oversized,minimal,0.59,0.61,0.55,0.58,average
O01126,denim jacket,chinos,sandals,black,brown,green,tailored,tailored,slim,streetwear,0.56,0.67,0.9,0.7,average
O01127,navy blazer,cargo pants,loafers,brown,brown,brown,baggy,regular,oversized,sport,0.7,0.46,0.53,0.58,average
O01128,graphic tee,cargo pants,loafers,green,black,beige,baggy,slim,baggy,minimal,0.36,0.67,0.94,0.63,average
O01129,white tee,chinos,heels,navy,gray,blue,baggy,regular,regular,streetwear,0.39,0.42,0.64,0.47,bad
O01130,linen shirt,chinos,heels,blue,white,navy,regular,slim,slim,casual,0.76,0.88,0.46,0.71,average
O01131,denim jacket,skirt,sneakers,blue,red,green,slim,oversized,slim,minimal,0.44,0.52,0.59,0.51,bad
O01132,graphic tee,cargo pants,loafers,gray,green,white,slim,oversized,oversized,streetwear,0.87,0.83,0.81,0.84,good
O01133,linen shirt,shorts,heels,brown,brown,beige,slim,tailored,regular,casual,0.67,0.88,0.73,0.75,good
O01134,tank top,skirt,sneakers,green,black,beige,baggy,regular,tailored,streetwear,0.8,0.64,0.63,0.7,average
O01135,flannel,shorts,loafers,gray,navy,beige,oversized,oversized,slim,casual,0.8,0.44,0.81,0.7,average
O01136,flannel,shorts,oxfords,gray,blue,brown,slim,tailored,oversized,business,0.69,0.6,0.65,0.65,average
O01137,black hoodie,jeans,boots,green,red,white,regular,slim,oversized,sport,0.37,0.68,0.72,0.57,average
O01138,tank top,trousers,oxfords,red,gray,white,baggy,slim,oversized,casual,0.84,0.4,0.48,0.6,average
O01139,black hoodie,jeans,loafers,black,brown,red,regular,regular,baggy,sport,0.61,0.46,0.93,0.66,average
O01140,linen shirt,skirt,oxfords,gray,gray,blue,baggy,oversized,slim,business,0.38,0.47,0.59,0.47,bad
O01141,linen shirt,jeans,heels,blue,black,red,baggy,slim,slim,streetwear,0.63,0.58,0.72,0.64,average
O01142,flannel,cargo pants,sandals,green,brown,blue,tailored,slim,baggy,business,0.39,0.44,0.68,0.49,bad
O01143,graphic tee,jeans,oxfords,brown,navy,white,baggy,baggy,tailored,minimal,0.39,0.89,0.54,0.59,average
O01144,sweater,chinos,boots,blue,gray,red,oversized,regular,oversized,sport,0.4,0.82,0.88,0.67,average
O01145,tank top,shorts,boots,red,white,navy,regular,oversized,regular,sport,0.41,0.78,0.66,0.6,average
O01146,graphic tee,skirt,sandals,green,green,brown,regular,oversized,slim,casual,0.33,0.76,0.94,0.64,average
O01147,tank top,trousers,boots,gray,blue,black,oversized,oversized,regular,streetwear,0.71,0.65,0.59,0.66,average
O01148,polo,track pants,boots,red,black,brown,slim,tailored,baggy,minimal,0.45,0.4,0.79,0.54,bad
O01149,turtleneck,jeans,sandals,navy,brown,beige,oversized,regular,regular,streetwear,0.47,0.81,0.85,0.69,average
O01150,navy blazer,chinos,sandals,white,black,navy,slim,slim,tailored,streetwear,0.92,0.56,0.52,0.69,average
O01151,denim jacket,track pants,boots,red,brown,brown,baggy,slim,oversized,business,0.4,0.58,0.79,0.57,average
O01152,sweater,jeans,sandals,brown,black,black,regular,slim,regular,streetwear,0.93,0.88,0.58,0.81,good
O01153,denim jacket,skirt,oxfords,navy,red,gray,slim,regular,tailored,sport,0.67,0.6,0.6,0.63,average
O01154,sweater,skirt,sneakers,black,brown,red,tailored,tailored,tailored,casual,0.73,0.47,0.75,0.66,average
O01155,navy blazer,trousers,sandals,white,gray,black,regular,baggy,tailored,streetwear,0.5,0.45,0.72,0.55,bad
O01156,white tee,shorts,sandals,beige,green,beige,tailored,regular,tailored,business,0.7,0.54,0.5,0.59,average
O01157,polo,track pants,oxfords,beige,green,green,slim,tailored,baggy,sport,0.5,0.53,0.48,0.5,bad
O01158,polo,cargo pants,sandals,green,green,black,slim,tailored,regular,minimal,0.6,0.46,0.81,0.62,average
O01159,sweater,shorts,boots,white,gray,navy,baggy,slim,oversized,streetwear,0.57,0.95,0.54,0.67,average
O01160,denim jacket,track pants,boots,green,white,white,baggy,baggy,slim,casual,0.63,0.82,0.69,0.7,average
O01161,linen shirt,chinos,sandals,gray,white,blue,oversized,regular,regular,casual,0.37,0.73,0.52,0.52,bad
O01162,navy blazer,track pants,sandals,black,blue,black,baggy,tailored,regular,minimal,0.71,0.43,0.59,0.59,average
O01163,navy blazer,shorts,loafers,navy,red,blue,oversized,baggy,slim,casual,0.47,0.64,0.81,0.62,average
O01164,tank top,trousers,sandals,white,blue,white,baggy,oversized,oversized,minimal,0.6,0.65,0.91,0.71,average
O01165,black hoodie,trousers,sandals,green,red,red,regular,slim,baggy,sport,0.56,0.91,0.47,0.64,average
O01166,white tee,trousers,sneakers,green,white,navy,baggy,tailored,oversized,casual,0.72,0.76,0.47,0.66,average
O01167,white tee,jeans,boots,black,beige,navy,tailored,baggy,regular,business,0.36,0.61,0.45,0.46,bad
O01168,black hoodie,track pants,sneakers,red,green,gray,slim,regular,regular,business,0.81,0.67,0.78,0.76,good
O01169,sweater,shorts,loafers,black,blue,red,oversized,slim,oversized,sport,0.63,0.91,0.65,0.72,average
O01170,flannel,track pants,heels,white,brown,black,baggy,baggy,tailored,business,0.54,0.81,0.87,0.72,average
O01171,flannel,chinos,heels,white,red,blue,oversized,regular,regular,casual,0.5,0.52,0.42,0.48,bad
O01172,white tee,cargo pants,sandals,blue,red,red,tailored,oversized,regular,minimal,0.94,0.84,0.86,0.89,good
O01173,linen shirt,track pants,loafers,white,blue,gray,oversized,oversized,regular,business,0.79,0.8,0.65,0.75,good
O01174,linen shirt,shorts,sneakers,green,brown,green,baggy,tailored,slim,casual,0.78,0.82,0.74,0.78,good
O01175,denim jacket,track pants,sneakers,gray,gray,red,baggy,tailored,regular,streetwear,0.75,0.88,0.52,0.72,average
O01176,polo,jeans,heels,beige,red,beige,regular,slim,baggy,streetwear,0.44,0.62,0.4,0.48,bad
O01177,sweater,shorts,heels,green,beige,brown,baggy,oversized,regular,casual,0.84,0.86,0.43,0.72,average
O01178,navy blazer,track pants,boots,green,navy,brown,baggy,oversized,slim,casual,0.69,0.8,0.68,0.72,average
O01179,polo,track pants,boots,beige,brown,red,regular,tailored,regular,business,0.9,0.63,0.43,0.68,average
O01180,white tee,chinos,sneakers,red,beige,brown,oversized,oversized,oversized,streetwear,0.49,0.86,0.46,0.59,average
O01181,sweater,trousers,boots,gray,black,beige,tailored,regular,regular,streetwear,0.85,0.65,0.54,0.7,average
O01182,navy blazer,chinos,boots,beige,white,beige,tailored,baggy,regular,streetwear,0.84,0.6,0.5,0.67,average
O01183,black hoodie,track pants,oxfords,green,gray,white,regular,baggy,slim,casual,0.68,0.92,0.68,0.75,good
O01184,flannel,jeans,sandals,red,gray,black,regular,regular,baggy,casual,0.84,0.53,0.54,0.66,average
O01185,denim jacket,skirt,loafers,blue,navy,beige,regular,baggy,tailored,sport,0.7,0.49,0.82,0.67,average
O01186,sweater,cargo pants,heels,blue,black,black,baggy,regular,regular,minimal,0.31,0.64,0.92,0.59,average
O01187,white tee,cargo pants,loafers,gray,green,white,tailored,tailored,baggy,sport,0.81,0.88,0.92,0.86,good
O01188,navy blazer,track pants,oxfords,navy,black,red,oversized,tailored,regular,casual,0.71,0.52,0.51,0.59,average
O01189,linen shirt,jeans,sneakers,beige,white,blue,oversized,baggy,oversized,streetwear,0.46,0.83,0.88,0.7,average
O01190,navy blazer,track pants,sandals,beige,gray,blue,regular,regular,regular,streetwear,0.35,0.41,0.54,0.42,bad
O01191,polo,cargo pants,sneakers,green,green,green,regular,tailored,baggy,casual,0.67,0.53,0.54,0.59,average
O01192,polo,track pants,loafers,white,black,gray,baggy,oversized,tailored,minimal,0.76,0.44,0.79,0.67,average
O01193,linen shirt,trousers,loafers,blue,beige,green,regular,baggy,tailored,sport,0.75,0.56,0.53,0.63,average
O01194,white tee,chinos,loafers,brown,gray,red,oversized,regular,regular,casual,0.79,0.7,0.81,0.77,good
O01195,denim jacket,jeans,oxfords,black,brown,navy,oversized,baggy,oversized,business,0.56,0.54,0.78,0.62,average
O01196,white tee,jeans,sneakers,red,white,red,slim,slim,slim,minimal,0.65,0.74,0.85,0.74,good
O01197,tank top,chinos,heels,navy,blue,blue,oversized,slim,oversized,casual,0.92,0.41,0.88,0.76,good
O01198,flannel,skirt,sandals,white,gray,green,regular,regular,baggy,sport,0.7,0.91,0.74,0.77,good
O01199,graphic tee,cargo pants,oxfords,navy,brown,navy,baggy,regular,oversized,streetwear,0.69,0.87,0.9,0.81,good
O01200,graphic tee,track pants,oxfords,red,navy,brown,regular,regular,tailored,minimal,0.4,0.94,0.85,0.7,average
O01201,linen shirt,trousers,sandals,navy,black,brown,slim,oversized,baggy,streetwear,0.48,0.62,0.89,0.65,average
O01202,graphic tee,trousers,loafers,white,beige,navy,oversized,regular,slim,minimal,0.71,0.83,0.68,0.74,good
O01203,navy blazer,shorts,loafers,red,gray,beige,oversized,oversized,regular,casual,0.82,0.8,0.76,0.8,good
O01204,navy blazer,jeans,boots,black,beige,brown,regular,regular,regular,minimal,0.73,0.92,0.73,0.79,good
O01205,turtleneck,shorts,boots,black,gray,green,tailored,slim,baggy,minimal,0.38,0.54,0.47,0.46,bad
O01206,graphic tee,cargo pants,loafers,brown,gray,gray,baggy,oversized,regular,casual,0.5,0.81,0.88,0.71,average
O01207,linen shirt,trousers,loafers,beige,brown,white,tailored,regular,tailored,casual,0.72,0.83,0.87,0.8,good
O01208,flannel,skirt,boots,gray,beige,white,tailored,oversized,oversized,sport,0.82,0.42,0.9,0.72,average
O01209,white tee,skirt,sneakers,blue,blue,green,slim,baggy,baggy,sport,0.36,0.77,0.89,0.64,average
O01210,denim jacket,jeans,oxfords,black,red,brown,slim,baggy,oversized,sport,0.58,0.88,0.65,0.69,average
O01211,sweater,trousers,loafers,blue,black,black,regular,tailored,slim,business,0.3,0.54,0.54,0.44,bad
O01212,flannel,cargo pants,heels,green,blue,gray,baggy,oversized,oversized,business,0.67,0.48,0.71,0.62,average
O01213,denim jacket,track pants,loafers,navy,beige,gray,oversized,baggy,tailored,business,0.79,0.54,0.6,0.66,average
O01214,navy blazer,shorts,sandals,black,navy,black,slim,baggy,tailored,streetwear,0.56,0.65,0.88,0.68,average
O01215,linen shirt,cargo pants,sandals,white,black,green,regular,oversized,baggy,sport,0.94,0.57,0.46,0.68,average
O01216,flannel,jeans,oxfords,white,red,white,oversized,tailored,baggy,business,0.5,0.5,0.91,0.62,average
O01217,navy blazer,trousers,heels,beige,blue,black,tailored,tailored,slim,casual,0.33,0.89,0.79,0.64,average
O01218,linen shirt,skirt,loafers,beige,beige,green,baggy,slim,tailored,streetwear,0.61,0.74,0.42,0.59,average
O01219,white tee,chinos,oxfords,gray,brown,blue,baggy,baggy,regular,sport,0.69,0.54,0.71,0.65,average
O01220,graphic tee,chinos,sneakers,blue,red,navy,regular,slim,regular,sport,0.77,0.65,0.74,0.73,good
O01221,turtleneck,skirt,heels,navy,gray,black,slim,regular,slim,minimal,0.83,0.78,0.76,0.79,good
O01222,navy blazer,cargo pants,sandals,brown,navy,beige,regular,baggy,regular,streetwear,0.4,0.69,0.48,0.51,bad
O01223,sweater,chinos,boots,gray,red,navy,tailored,oversized,slim,streetwear,0.59,0.47,0.54,0.54,bad
O01224,polo,shorts,oxfords,white,brown,navy,tailored,slim,baggy,business,0.48,0.58,0.8,0.61,average
O01225,black hoodie,chinos,oxfords,navy,white,green,tailored,slim,baggy,casual,0.78,0.76,0.4,0.66,average
O01226,black hoodie,shorts,oxfords,green,black,beige,tailored,regular,slim,streetwear,0.35,0.42,0.79,0.5,bad
O01227,polo,chinos,oxfords,beige,beige,beige,oversized,tailored,slim,business,0.8,0.61,0.93,0.78,good
O01228,tank top,skirt,oxfords,blue,brown,blue,slim,slim,oversized,minimal,0.31,0.72,0.79,0.58,average
O01229,linen shirt,jeans,sneakers,red,beige,gray,oversized,oversized,baggy,streetwear,0.86,0.43,0.4,0.59,average
O01230,graphic tee,chinos,sneakers,green,green,blue,tailored,regular,baggy,streetwear,0.57,0.66,0.88,0.69,average
O01231,turtleneck,track pants,oxfords,brown,black,red,tailored,baggy,regular,minimal,0.56,0.68,0.72,0.64,average
O01232,flannel,chinos,sneakers,beige,gray,blue,tailored,baggy,slim,streetwear,0.49,0.86,0.52,0.61,average
O01233,linen shirt,trousers,boots,beige,beige,green,regular,tailored,slim,sport,0.59,0.93,0.92,0.79,good
O01234,polo,shorts,oxfords,green,black,black,tailored,tailored,tailored,streetwear,0.36,0.46,0.95,0.57,average
O01235,polo,cargo pants,oxfords,blue,white,blue,tailored,slim,baggy,streetwear,0.57,0.95,0.46,0.65,average
O01236,black hoodie,jeans,heels,beige,navy,green,baggy,oversized,slim,sport,0.62,0.92,0.64,0.72,average
O01237,denim jacket,jeans,heels,brown,green,green,oversized,tailored,oversized,sport,0.71,0.86,0.41,0.67,average
O01238,denim jacket,jeans,oxfords,gray,white,navy,tailored,baggy,tailored,casual,0.38,0.52,0.74,0.53,bad
O01239,graphic tee,track pants,sandals,green,green,red,slim,regular,baggy,sport,0.87,0.58,0.51,0.68,average
O01240,turtleneck,track pants,sandals,white,black,green,oversized,oversized,baggy,sport,0.64,0.66,0.73,0.67,average
O01241,graphic tee,chinos,sandals,black,green,blue,slim,baggy,oversized,business,0.46,0.66,0.52,0.54,bad
O01242,flannel,track pants,heels,brown,gray,white,tailored,oversized,slim,minimal,0.42,0.9,0.72,0.65,average
O01243,black hoodie,trousers,oxfords,black,white,beige,oversized,tailored,tailored,sport,0.31,0.58,0.42,0.42,bad
O01244,graphic tee,track pants,oxfords,gray,red,brown,baggy,oversized,oversized,streetwear,0.93,0.57,0.73,0.76,good
O01245,polo,skirt,oxfords,blue,red,gray,baggy,tailored,tailored,casual,0.87,0.88,0.67,0.81,good
O01246,denim jacket,cargo pants,loafers,blue,beige,brown,tailored,baggy,oversized,business,0.56,0.49,0.43,0.5,bad
O01247,denim jacket,cargo pants,sandals,blue,blue,brown,slim,regular,regular,sport,0.77,0.69,0.88,0.78,good
O01248,white tee,skirt,heels,gray,navy,gray,baggy,slim,oversized,casual,0.62,0.66,0.5,0.6,average
O01249,polo,track pants,sandals,black,black,black,oversized,oversized,slim,minimal,0.45,0.74,0.43,0.53,bad
O01250,turtleneck,cargo pants,sandals,navy,blue,beige,oversized,oversized,baggy,streetwear,0.54,0.5,0.89,0.63,average
O01251,flannel,chinos,heels,blue,blue,beige,slim,tailored,oversized,casual,0.91,0.61,0.4,0.67,average
O01252,denim jacket,jeans,boots,white,navy,navy,tailored,oversized,regular,minimal,0.4,0.59,0.91,0.61,average
O01253,denim jacket,track pants,sandals,red,brown,green,regular,baggy,baggy,business,0.82,0.62,0.87,0.78,good
O01254,denim jacket,trousers,oxfords,beige,white,white,oversized,oversized,tailored,minimal,0.71,0.63,0.86,0.73,good
O01255,denim jacket,track pants,boots,red,blue,beige,regular,slim,tailored,streetwear,0.4,0.83,0.42,0.54,bad
O01256,turtleneck,cargo pants,sneakers,green,brown,brown,tailored,baggy,slim,business,0.8,0.46,0.74,0.68,average
O01257,flannel,trousers,oxfords,blue,brown,navy,baggy,regular,oversized,sport,0.47,0.59,0.46,0.5,bad
O01258,sweater,jeans,oxfords,red,gray,white,oversized,baggy,regular,minimal,0.52,0.83,0.84,0.71,average
O01259,sweater,cargo pants,loafers,beige,blue,white,tailored,baggy,oversized,casual,0.86,0.84,0.53,0.76,good
O01260,flannel,trousers,boots,green,black,white,baggy,slim,tailored,streetwear,0.82,0.59,0.62,0.69,average
O01261,black hoodie,track pants,boots,blue,red,gray,regular,oversized,tailored,sport,0.34,0.56,0.9,0.57,average
O01262,tank top,trousers,sneakers,white,brown,green,oversized,oversized,tailored,casual,0.89,0.72,0.77,0.8,good
O01263,sweater,jeans,heels,red,black,gray,tailored,tailored,regular,minimal,0.41,0.85,0.48,0.56,average
